count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
432,1,[49. 56. 14. 55. 20. 12.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-3.  5. -6. 12.  0. -2.  4.  1. -3. -6.  2. -7. -1.  0.  2. -3.  2. -2.]
433,1,[51. 57. 16. 58. 10. 14.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-3.  6. -5. 13.  0. -2.  4.  1. -2. -6.  2. -7. -2. -1.  2. -4.  1. -2.]
434,1,[52. 57. 16. 60.  9. 16.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-3.  6. -6. 14.  0. -3.  3.  2. -1. -7.  2. -7.  0.  0.  2. -3.  2. -1.]
435,1,[55. 59. 18. 61.  9. 18.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-1.  5. -5. 17. -1. -2.  1.  0.  0. -9.  2. -8.  1.  0.  2. -1.  1. -1.]
436,1,[54. 65. 12. 65.  8. 23.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],[-1.  5. -6. 17. -1. -1.  2.  1. -1. -9.  2. -8.  0. -1.  2. -1.  1.  0.]
437,1,[52. 69. 10. 69.  8. 14.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   5.  -6.  18.  -2.  -1.   0.   1.   0. -10.   2.  -9.   1.  -1.
   1.  -1.   1.   0.]"
438,1,[51. 73.  0. 75.  7. 11.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   6.  -7.  18.  -2.   0.   2.   1.  -1. -10.   2.  -9.   1.  -1.
   1.  -1.   0.   0.]"
439,1,[51. 76.  0. 80.  6.  4.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1.   5.  -7.  20.  -2.   0.   2.   1.  -1. -11.   3.  -9.   1.   0.
   1.  -2.   0.   0.]"
440,1,[53. 80.  4. 84.  5.  5.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   5.  -7.  20.  -2.   0.   1.   0.  -1. -10.   4. -10.   1.  -1.
   1.  -3.   1.   0.]"
441,1,[55. 84.  0. 89.  8.  7.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1.   6.  -6.  22.  -3.   0.   1.   1.  -1. -11.   4.  -9.   1.   0.
   1.  -3.   1.   0.]"
442,1,[55. 89. 10. 92.  8.  9.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   5.  -7.  22.  -4.   1.   2.   0.   0. -12.   5.  -9.   1.  -1.
   1.  -4.   1.  -1.]"
443,1,[54. 95.  6. 97.  8. 12.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   5.  -6.  22.  -4.   2.   1.   1.   0. -13.   4.  -9.   0.   0.
   1.  -3.   1.   0.]"
444,1,[ 54.  99.   5. 100.   4.  17.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1.   6.  -6.  24.  -5.   2.   2.   1.  -1. -14.   4. -10.  -1.   0.
   1.  -2.   1.  -1.]"
445,1,[ 53. 106.   6. 104.   4.  16.],[0. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   5.  -6.  25.  -5.   1.   2.   1.  -1. -15.   5.  -9.   0.   0.
   1.  -2.   0.   0.]"
446,1,[ 53. 117.   7. 109.   4.  11.],[0. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   6.  -5.  25.   3.  -8.   2.   2.  -1. -17.   5.  -9.  -1.   0.
   1.  -2.   0.   0.]"
447,1,[ 52.  96.  12. 114.   4.   9.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1.   5.  -5.  25.  25. -28.   2.   0.  -1. -18.   6.  -9.  -1.   0.
   1.  -2.   1.   0.]"
448,1,[ 50.  99.  12. 121.   4.   8.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   6.  -5.  18.  43. -48.   2.   1.  -1. -18.   6.  -9.  -1.  -1.
   0.  -1.   1.   0.]"
449,1,[ 50.  93.  12. 126.   0.   7.],[0. 0. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1.   3.  -4.  11.  60. -62.   2.   1.   0. -16.   6.  -9.  -1.   0.
   1.  -1.   1.   0.]"
450,1,[ 45. 356.   8. 128.   4.   6.],[0. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   3.  -4.  10.  73. -74.   4.   0.   0. -15.   6.  -9.  -2.  -1.
   0.  -1.   1.   0.]"
451,1,[ 41. 477.  10. 127.   5.   9.],[0. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   1.  -4.  11.  83. -83.   3.   2.   0. -13.   6.  -8.  -2.   1.
   0.  -1.   1.   1.]"
452,1,[ 37. 576.  11. 121.   6.   8.],[0. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   1.  -3.   8.  91. -91.   3.   1.   0. -10.   6.  -8.  -1.   1.
  -2.  -1.   0.   0.]"
453,1,[ 30. 657.  12. 112.   6.   4.],[0. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2.   2.  -3.   6.  98. -98.   3.   1.  -1.  -8.   6.  -9.  -1.   0.
  -3.  -5.   0.   0.]"
454,1,[ 29. 726.  13. 104.   6.   8.],[0. 1. 0. 1. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    0.   -2.    4.  102. -103.    2.    1.   -1.   -7.    6.   -7.
   -1.   -1.   -4.   -6.    1.    0.]"
455,1,[ 21. 778.  16.  94.   5.  13.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    0.    1.    3.  108. -108.    2.    1.    0.   -5.    5.   -7.
    0.    0.   -5.   -5.    1.   -1.]"
456,1,[ 10. 820.  14.  84.  14.  17.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    1.    1.    1.  110. -111.    3.    1.   -1.   -2.    5.   -6.
    0.    1.   -5.   -6.    1.    0.]"
457,1,[ 10. 852.  14.  73.  17.  22.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    1.    2.    0.  114. -113.    2.    1.   -1.    4.    5.   -5.
   -1.    0.   -5.   -7.    0.    0.]"
458,1,[ 10. 869.  13.  46.  19.  24.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    0.    1.    0.  116. -116.    3.    0.    0.    4.    5.   -6.
   -1.    1.   -5.   -6.    0.    0.]"
459,1,[ 15. 896.  10.  44.  20.  24.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    0.    3.   -1.  118. -118.    2.    1.    0.    6.    5.   -5.
   -2.    0.   -4.   -7.    1.    0.]"
460,1,[ 17. 916.  10.  42.  19.  26.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -4.    0.    3.   -1.  120. -119.    2.    0.    0.    5.    5.   -4.
   -3.    0.   -4.   -5.    0.    1.]"
461,1,[ 21. 934.   9.  59.  25.  25.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -6.    0.    3.   -1.  121. -121.    4.    0.    0.    5.    6.   -4.
   -3.    1.   -2.   -5.    0.    0.]"
462,1,[ 26. 949.  11.  60.  24.  23.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -8.    2.    1.   -1.  122. -122.    3.    1.   -1.    6.    6.   -4.
   -5.    0.   -1.   -5.    0.    0.]"
463,1,[ 31. 965.  11.  61.  24.  22.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -8.    2.    2.   -3.  123. -123.    3.    1.    0.    6.    6.   -5.
   -5.   -1.    0.   -5.    2.    0.]"
464,1,[ 35. 977.  12.  62.  16.  20.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -8.    2.    1.   -3.  124. -123.    3.    0.    0.    7.    6.   -5.
   -7.   -1.    0.   -5.    0.    0.]"
465,1,[ 37. 987.  13.  66.  20.  20.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -8.    0.    1.   -2.  124. -124.    4.    0.   -1.    6.    6.   -5.
   -9.   -3.    1.   -4.    0.    0.]"
466,1,[ 37. 994.  13.  68.  26.  19.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -8.    1.    0.   -3.  125. -125.    4.    1.   -1.    6.    6.   -5.
   -9.   -2.    1.   -4.    0.    0.]"
467,1,[  32. 1002.   14.   69.   37.   18.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -7.    1.    0.   -3.  126. -126.    5.    0.    0.    6.    6.   -3.
   -8.   -2.    0.   -4.    1.    1.]"
468,1,[  31. 1008.   16.   67.   41.   17.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -8.    0.    1.   -4.  126. -127.    5.    0.    0.    5.    6.   -4.
   -8.   -3.    1.   -2.    0.    1.]"
469,1,[  31. 1015.   18.   64.   44.   14.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -7.    2.    0.   -3.  127. -127.    6.    0.   -1.    6.    6.   -4.
   -7.   -4.    1.    0.    1.    0.]"
470,1,[  30. 1022.   20.   63.   43.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -6.    1.   -1.   -3.  128. -127.    4.    0.    0.    5.    5.   -4.
   -3.   -2.   -1.    0.    1.    1.]"
471,1,[  28. 1027.   20.   60.   37.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -4.    1.    0.   -3.  128. -127.    3.    1.    0.    4.    6.   -4.
   -2.   -3.   -2.    0.    0.    1.]"
472,1,[  25. 1030.   18.   59.   32.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    0.    1.   -3.  129. -129.    4.    0.    0.    3.    6.   -4.
   -4.   -2.   -1.   -1.    1.    0.]"
473,1,[  18. 1034.   17.   57.   27.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -3.  129. -129.    2.    1.    0.    1.    5.   -4.
   -2.   -3.   -2.   -1.    0.    1.]"
474,1,[   0. 1038.   13.   51.   27.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    2.    0.   -3.  128. -129.    2.    0.    0.    0.    6.   -5.
   -2.   -4.   -3.   -1.    0.    1.]"
475,1,[   0. 1040.   11.   40.   30.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.  129. -129.    3.   -1.    0.    0.    7.   -5.
   -2.   -2.   -2.   -2.    0.    0.]"
476,1,[   0. 1042.   11.   42.   29.    5.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    1.   -3.  129. -128.    3.    0.    0.    1.    6.   -4.
   -2.   -2.   -2.   -2.    0.    0.]"
477,1,[   0. 1041.   10.   42.   28.    6.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.   -1.   -2.  130. -129.    3.    1.    0.    0.    6.   -5.
   -1.   -3.   -2.   -3.    0.    0.]"
478,1,[   0. 1041.   11.   44.   27.    8.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.   -1.   -3.  130. -129.    2.    0.    1.    0.    7.   -5.
   -1.   -2.   -2.   -3.    0.    0.]"
479,1,[   0. 1043.   11.   45.   23.   10.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    0.    0.   -3.  129. -129.    2.    1.    1.    0.    6.   -5.
   -1.   -2.   -2.   -2.   -1.    0.]"
480,1,[   0. 1044.   10.   44.   22.   10.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  19.    3.   -2.   17.  130. -129.  -16.    0.    0.  -18.    6.    1.
   18.    3.    2.   15.    0.    0.]"
481,1,[   0. 1035.    0.   25.    0.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  16.    3.   -3.   14.  130. -129.  -14.    0.    0.  -16.    6.    0.
   17.    3.    2.   12.    0.    1.]"
482,1,[   0. 1035.    0.   25.    0.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  13.    3.   -2.   11.  130. -129.  -11.    0.    1.  -13.    6.    1.
   14.    3.    3.   10.   -1.    0.]"
483,1,[   0. 1035.    0.   24.    0.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  10.    4.   -3.    9.  130. -129.   -9.   -1.    0.  -12.    6.    1.
   11.    4.    3.    8.    0.    0.]"
484,1,[  81. 1087.   50.   83.   83.   45.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   7.    4.   -4.    6.  130. -129.   -6.    0.    0.  -10.    6.    1.
    7.    4.    2.    6.    0.    1.]"
485,1,[  72. 1076.   40.   75.   73.   36.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    4.   -4.    4.  130. -129.   -4.    0.   -1.   -8.    5.    1.
    6.    4.    3.    4.   -1.   -1.]"
486,1,[  62. 1066.   30.   70.   64.   28.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    3.   -2.    2.  130. -129.   -4.    0.    1.   -6.    6.    1.
    4.    4.    2.    3.    0.    0.]"
487,1,[  51. 1057.   23.   63.   54.   21.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    4.   -3.    1.  130. -129.   -1.    0.   -1.   -5.    6.    1.
    2.    4.    2.    2.   -1.    0.]"
488,1,[  42. 1049.   15.   56.   44.   15.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    3.   -1.    0.  130. -130.   -2.    0.    1.   -2.    5.    1.
    1.    2.    2.    1.    0.    0.]"
489,1,[  24. 1037.   11.   47.   36.   10.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    3.    1.   -1.  129. -129.   -1.   -1.    0.   -1.    5.    1.
   -1.    4.    2.    1.   -1.    1.]"
490,1,[  13. 1036.    8.   40.   22.    7.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    4.    2.   -1.  130. -129.    1.    0.    0.    1.    6.    2.
   -1.    3.    2.   -1.    0.    0.]"
491,1,[  14. 1036.    0.   27.   21.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    4.    2.   -2.  130. -130.    1.   -1.    1.    5.    6.    1.
   -2.    4.    2.   -1.    0.    0.]"
492,1,[  23. 1037.    0.   27.   21.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -4.    4.    0.   -2.  129. -129.    1.    1.    1.    7.    5.    1.
   -3.    4.    0.   -3.    0.    1.]"
493,1,[  27. 1041.    0.   27.   22.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -5.    5.    1.   -3.  129. -129.    2.    1.    1.    9.    6.    1.
   -4.    3.    1.   -2.    0.    0.]"
494,1,[  32. 1043.    5.   50.   24.    7.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -5.    5.    2.   -3.  129. -128.    2.   -1.    1.    9.    6.    1.
   -5.    4.    2.   -4.    0.    0.]"
495,1,[  35. 1043.   10.   57.   29.   10.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -6.    4.    2.   -3.  128. -127.    2.    0.    0.    9.    6.    1.
   -5.    3.    1.   -5.   -1.    0.]"
496,1,[  38. 1039.    7.   61.   31.   14.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -6.    3.    2.   -3.  128. -128.    3.    0.    0.   10.    6.    1.
   -5.    2.    1.   -5.   -1.    0.]"
497,1,[  46. 1038.    9.   65.   36.   16.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -6.    3.    2.   -3.  128. -128.    3.    0.    0.   10.    6.    1.
   -5.    3.    1.   -6.   -1.    0.]"
498,1,[  46. 1036.   10.   66.   37.   20.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -6.    4.    1.   -4.  128. -127.    3.    0.    0.   10.    6.    1.
   -5.    3.    1.   -5.   -1.    0.]"
499,1,[  45. 1035.   11.   67.   35.   25.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -5.    4.    0.   -3.  127. -127.    4.    0.    0.    8.    6.    1.
   -4.    3.    1.   -6.    0.   -1.]"
500,1,[  37. 1034.   13.   66.   34.   22.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    4.    1.   -1.  126. -127.    0.    0.    0.    6.    5.    1.
   -2.    3.    1.   -3.    0.   -2.]"
501,1,[  34. 1029.    0.   61.   32.   20.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    3.    0.   -1.  125. -126.    1.    1.    0.    6.    6.    1.
   -4.    3.    1.   -2.    0.    0.]"
502,1,[  31. 1022.    0.   57.   31.   16.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    4.    0.   -1.  125. -125.    2.    0.    1.    5.    4.    1.
   -3.    3.    1.    0.    0.   -1.]"
503,1,[  26. 1014.    0.   50.   29.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    4.   -1.   -2.  124. -125.    2.   -1.    0.    4.    6.    1.
   -3.    3.    1.    0.   -1.    0.]"
504,1,[  15. 1008.    0.   46.   28.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    4.   -1.   -4.  124. -123.    5.    0.    0.    4.    6.    1.
   -5.    3.    1.   -2.    0.    0.]"
505,1,[  15. 1005.   10.   45.   31.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    4.   -1.   -4.  123. -123.    4.    0.    0.    3.    6.    1.
   -4.    3.    1.   -3.   -1.    0.]"
506,1,[  16. 1003.   13.   42.   31.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    4.   -2.   -4.  123. -123.    4.    0.    1.    3.    6.    1.
   -4.    3.    1.   -2.    0.    1.]"
507,1,[  21. 1002.   15.   42.   32.    0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    4.   -2.   -4.  122. -122.    4.   -1.    0.    1.    6.    1.
   -4.    2.    0.   -3.    0.    0.]"
508,1,[ 22. 999.  17.  39.  28.  10.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    4.   -2.   -1.  122. -123.    2.    0.    0.   -2.    6.    2.
   -1.    4.    1.   -1.    0.   -1.]"
509,1,[ 23. 994.  14.  29.  25.   9.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    4.   -2.   -1.  122. -122.    2.    0.    0.    0.    6.    2.
   -1.    3.   -1.   -1.    0.    0.]"
510,1,[ 24. 989.  12.  30.  22.   7.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    4.   -2.   -2.  121. -122.    2.    0.    0.   -1.    6.    2.
    0.    3.    0.    0.   -1.    0.]"
511,1,[ 24. 984.  10.  31.  12.   0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    3.   -2.   -3.  121. -121.    3.    0.    1.   -1.    6.    2.
   -1.    3.    0.   -1.    0.    0.]"
512,1,[ 29. 981.   9.  32.  13.   0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    3.   -2.   -2.  120. -120.    4.   -1.    0.    0.    6.    2.
   -1.    2.    0.   -1.   -1.    0.]"
513,1,[ 27. 977.  11.  32.  11.   0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    3.   -2.   -3.  120. -119.    3.   -1.    0.    0.    5.    2.
    0.    3.    0.    0.    0.    1.]"
514,1,[ 21. 974.  12.  31.  11.   0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    3.   -3.   -2.  119. -120.    3.   -1.    1.    1.    6.    1.
   -1.    3.    0.   -1.   -1.    0.]"
515,1,[ 21. 970.  13.  30.  11.   0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    3.   -3.   -2.  119. -120.    3.   -1.    0.    2.    6.    2.
    0.    4.    1.   -2.    0.    0.]"
516,1,[ 22. 966.  17.  30.  12.   0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    3.   -2.   -3.  119. -120.    3.    0.    1.    3.    5.    2.
   -1.    4.    0.   -1.    0.   -1.]"
517,1,[ 22. 966.  12.  29.  14.   0.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    3.   -3.   -2.  118. -119.    3.   -1.    0.    2.    6.    1.
   -1.    3.    1.   -1.   -1.    0.]"
518,1,[ 23. 963.  12.  37.  14.   5.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    3.   -2.   -2.  119. -119.    3.    0.    0.    2.    6.    2.
   -3.    2.    0.   -3.   -1.    0.]"
519,1,[ 22. 962.  12.  39.  13.   7.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    3.   -1.   -2.  120. -118.    3.    0.    1.    3.    6.    2.
   -3.    4.    1.   -3.    0.    0.]"
520,1,[ 20. 961.  12.  40.  21.   8.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    3.   -1.   -1.  121. -118.    3.    0.    1.    3.    5.    2.
   -2.    4.    0.   -4.    0.    0.]"
521,1,[ 19. 959.  12.  40.  22.  11.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    3.    0.   -1.  120. -118.    3.   -1.    0.    4.    6.    2.
   -2.    3.    0.   -5.   -1.    0.]"
522,1,[ 20. 959.  12.  43.  23.  15.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    3.   -1.   -1.  120. -118.    2.   -1.    1.    5.    5.    2.
   -3.    2.    0.   -4.   -1.   -1.]"
523,1,[ 21. 958.  11.  45.  23.  16.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -4.    3.   -1.   -1.  120. -117.    3.    0.    2.    5.    5.    1.
   -4.    3.    1.   -4.   -1.    0.]"
524,1,[ 23. 956.  11.  45.  23.  17.],[0. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -4.    3.    0.    0.  120. -117.    2.   -1.    0.    5.    4.    1.
   -3.    4.    1.   -4.    0.    0.]"
