count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
692,1,[ 12.  20.  48.   6. 949.  76.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    1.   -1.    0.    0.   -3.    9.   -1.    2.   -1.    1.    0.
    1.  119. -118.   -6.  -10.   -3.]"
693,1,[ 12.  13.  47.   5. 951.  77.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    1.   -1.    0.    0.   -4.    9.   -2.    3.   -1.    1.   -1.
    2.  119. -118.   -6.  -10.   -3.]"
694,1,[ 11.  13.  50.   5. 950.  77.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.   -1.    0.    1.   -4.   10.   -2.    3.   -2.    1.   -1.
    2.  119. -118.   -6.  -10.   -3.]"
695,1,[ 11.  14.  52.  10. 949.  76.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    1.   -1.    1.    0.   -3.   10.   -2.    3.   -2.    0.    0.
    2.  120. -118.   -7.  -11.   -3.]"
696,1,[ 11.  14.  56.   6. 956.  78.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    2.   -2.    0.    0.   -3.    9.   -2.    4.   -1.    1.   -1.
    2.  121. -119.   -6.  -10.   -3.]"
697,1,[ 12.  14.  59.   6. 960.  78.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    1.   -1.   -1.    0.   -2.   10.   -1.    4.   -1.    0.    0.
    2.  121. -120.   -8.  -10.   -3.]"
698,1,[ 13.  12.  60.   6. 964.  80.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    0.    0.    0.   -2.    9.   -2.    4.   -1.    0.   -1.
    2.  121. -121.   -7.  -10.   -3.]"
699,1,[  8.  10.  60.   5. 969.  81.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    1.   -1.    0.   -1.   -2.    9.   -1.    4.   -2.    1.   -1.
    1.  123. -122.   -7.  -10.   -3.]"
700,1,[  8.   9.  59.   5. 975.  80.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    1.    0.    0.   -1.   -2.   10.   -2.    4.   -1.    1.    0.
    2.  124. -122.   -8.  -10.   -4.]"
701,1,[  8.   8.  60.   5. 981.  83.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    0.    0.   -1.   -2.    9.   -2.    4.   -1.    0.   -1.
    2.  123. -122.   -7.  -10.   -3.]"
702,1,[  7.   8.  60.   5. 985.  82.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    0.   -1.    2.    1.   -1.    8.   -2.    5.   -4.    2.   -1.
    3.  125. -125.   -5.  -10.   -3.]"
703,1,[  9.   7.  60.   8. 994.  80.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    1.   -1.    3.   -1.   -2.    8.   -2.    5.   -4.    1.   -1.
    4.  126. -125.   -4.   -9.   -3.]"
704,1,[  11.    7.   61.   10. 1003.   76.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    1.   -1.    2.   -1.   -1.    8.   -2.    5.   -3.    0.    0.
    4.  125. -125.   -4.  -10.   -3.]"
705,1,[  13.    6.   60.   12. 1009.   71.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    0.   -1.    1.   -1.   -1.    9.   -1.    5.   -3.    0.   -1.
    3.  126. -126.   -5.   -9.   -3.]"
706,1,[  20.   13.   60.   14. 1017.   68.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    0.    0.    1.    0.   -1.    8.   -1.    4.   -3.    0.    0.
    3.  126. -126.   -5.   -9.   -3.]"
707,1,[  15.   12.   58.   13. 1019.   67.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    0.   -1.    1.   -1.   -1.    9.   -2.    4.   -3.    0.   -1.
    2.  127. -127.   -5.   -9.   -3.]"
708,1,[  14.    9.   58.   12. 1020.   68.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    0.   -1.    3.   -1.    0.    7.   -2.    5.   -4.    1.   -1.
    4.  128. -128.   -4.   -9.   -3.]"
709,1,[  14.    6.   57.   13. 1026.   67.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    1.    0.    4.   -1.   -1.    7.   -1.    4.   -5.    0.   -1.
    4.  128. -127.   -3.   -9.   -3.]"
710,1,[  13.    9.   54.   15. 1030.   65.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    1.    1.    3.   -1.   -1.    8.   -2.    5.   -4.    0.    0.
    4.  128. -128.   -4.   -8.   -3.]"
711,1,[  13.   15.   56.   16. 1035.   63.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    0.   -1.    2.   -1.   -1.    7.   -2.    4.   -2.    1.    0.
    4.  129. -128.   -4.   -8.   -3.]"
712,1,[  13.   16.   54.   15. 1040.   61.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    0.    0.    3.    0.    0.    7.   -1.    3.   -3.    0.    0.
    3.  129. -128.   -4.   -9.   -3.]"
713,1,[  12.   12.   51.   14. 1040.   61.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    0.    0.    1.   -1.    0.    8.   -2.    5.   -3.    0.    0.
    3.  129. -128.   -4.   -8.   -3.]"
714,1,[  12.    9.   54.   12. 1041.   61.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    0.    0.    2.    0.    0.    8.   -2.    4.   -3.    0.    0.
    3.  129. -129.   -5.   -8.   -3.]"
715,1,[  13.    8.   53.   11. 1042.   62.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    0.   -1.    1.    0.    0.    8.   -2.    5.   -3.    0.    1.
    4.  129. -130.   -5.   -8.   -3.]"
716,1,[  13.    7.   55.   12. 1044.   63.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    1.    0.    0.    0.    0.    9.   -2.    4.   -2.    1.    0.
    4.  129. -130.   -5.   -8.   -3.]"
717,1,[  13.    0.   59.   11. 1047.   63.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    0.    1.   -1.    0.   10.   -1.    5.   -1.    1.    0.
    3.  129. -130.   -5.   -8.   -3.]"
718,1,[  12.    0.   60.    9. 1049.   64.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    0.    1.   -1.    0.    9.   -2.    5.   -2.    0.    0.
    2.  129. -129.   -6.   -9.   -3.]"
719,2,[  10.    0.   62.    8. 1048.   66.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    0.    0.   -1.   -1.    9.   -1.    5.   -2.    1.    0.
    2.  130. -130.   -6.   -8.   -3.]"
720,2,[   9.    0.   62.    7. 1047.   67.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.   -1.    0.   -3.   -1.   -1.   11.   -1.    5.    1.    0.    0.
   -2.  130. -130.  -10.   -8.   -3.]"
721,2,[   0.    4.   64.    0. 1037.   72.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    0.    0.   -1.   -1.    0.   12.   -1.    5.    0.    0.   -2.
    1.  130. -129.   -9.   -8.   -3.]"
722,2,[   0.    4.   66.    0. 1037.   76.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    0.    0.   -3.   -1.    0.   13.   -1.    5.    2.    0.    2.
   -2.  129. -129.  -11.   -8.   -3.]"
723,2,[   0.    4.   69.    0. 1037.   80.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    0.    0.   -5.    0.   -1.   14.   -2.    5.    3.    0.   -2.
   -2.  129. -131.  -10.   -8.   -3.]"
724,2,[   7.   12.   75.    0. 1037.   84.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -3.    0.    0.   -5.    0.   -1.   16.   -2.    5.    3.    0.    0.
   -3.  130. -130.  -13.   -9.   -3.]"
725,2,[   9.   14.   81.    0. 1037.   88.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    0.   -1.   -5.   -1.   -1.   14.   -2.    5.    3.    0.    0.
   -2.  130. -129.  -11.   -8.   -3.]"
726,2,[  10.   18.   84.   11. 1046.   90.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -2.    0.    1.   -3.   -1.   -1.   13.   -2.    5.    2.    1.    2.
   -2.  129. -129.  -10.   -8.   -3.]"
727,2,[  10.   22.   85.   11. 1046.   89.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    0.    0.   -4.   -1.    0.   13.   -2.    5.    2.    0.    0.
    0.  130. -129.   -8.   -8.   -3.]"
728,2,[   8.   17.   84.   10. 1036.   87.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.   -1.    0.   13.   -2.    5.    1.    0.    2.
   -1.  130. -130.   -8.   -8.   -3.]"
729,2,[   0.   18.   81.    8. 1036.   81.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -3.   -1.    0.   12.   -2.    5.    0.    0.    2.
    0.  130. -130.   -9.   -9.   -3.]"
730,2,[   0.   16.   79.    0. 1037.   80.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.   -1.    0.   -3.   -1.    0.   12.   -2.    4.   -1.    0.    2.
    0.  129. -129.   -8.   -8.   -3.]"
731,2,[   0.   16.   77.    0. 1037.   78.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    1.   -1.   -2.   -1.    0.   12.   -1.    5.    0.    1.    0.
    0.  129. -130.   -7.   -8.   -3.]"
732,2,[   0.   14.   75.    0. 1037.   77.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.   -1.    1.   -2.    0.    0.   11.   -2.    5.   -1.   -1.    2.
    1.  129. -129.   -7.   -8.   -2.]"
733,2,[   0.   10.   73.    0. 1035.   75.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    0.   -1.   -1.    0.   11.   -2.    5.    0.    1.    2.
    0.  129. -130.   -7.   -8.   -3.]"
734,2,[   0.    8.   72.    0. 1034.   72.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.   -1.   -2.   -1.    0.   10.   -1.    5.    0.   -1.    2.
    1.  129. -129.   -7.   -8.   -3.]"
735,2,[   0.    7.   70.    0. 1034.   71.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.   -1.    0.   -2.   -1.   -1.   11.   -2.    5.    0.    1.    2.
    0.  129. -128.   -7.   -8.   -3.]"
736,2,[   0.    7.   70.    8. 1032.   71.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -1.   -1.   -1.   11.   -1.    5.    0.   -1.    2.
    0.  129. -128.   -6.   -8.   -3.]"
737,2,[   0.   10.   69.    8. 1031.   71.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    0.   -2.   -1.    0.   10.   -2.    5.    0.    0.    0.
    0.  128. -128.   -6.   -8.   -2.]"
738,2,[   0.   11.   68.    0. 1028.   69.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.   -1.    0.   -1.    0.   10.   -2.    5.   -1.   -1.    2.
    1.  128. -128.   -6.   -7.   -2.]"
739,2,[   0.    4.   69.    0. 1026.   66.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.   -1.   -1.   -1.   -1.    0.    9.   -2.    5.    0.    0.    0.
    2.  127. -126.   -6.   -8.   -3.]"
740,2,[   0.    4.   67.    0. 1022.   65.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    0.   -1.    0.    0.    8.   -1.    5.   -1.   -1.   -2.
    0.  128. -126.   -5.   -8.   -3.]"
741,2,[   6.    0.   64.    0. 1019.   64.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    0.    0.   -1.    0.    9.   -2.    5.   -1.   -1.    0.
    1.  127. -126.   -5.   -7.   -2.]"
742,2,[   7.    0.   63.    0. 1016.   62.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    0.    0.    0.    0.    9.   -1.    5.   -2.    0.    0.
    1.  126. -125.   -5.   -8.   -2.]"
743,2,[   6.    0.   61.    0. 1011.   62.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    0.   -1.   -1.    0.    8.   -1.    5.   -2.    0.    0.
    2.  125. -126.   -5.   -8.   -2.]"
744,2,[   5.    0.   59.    6. 1009.   60.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   4.    0.    0.    1.    0.   -1.    8.   -2.    4.   -3.    0.    0.
    3.  124. -124.   -3.   -8.   -2.]"
745,2,[   8.    0.   59.    8. 1010.   57.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    1.    1.   -1.   -1.    7.   -1.    5.   -3.   -1.    0.
    3.  124. -124.   -3.   -8.   -2.]"
746,2,[   8.    0.   56.   10. 1007.   56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   3.    0.    0.    0.   -1.   -1.    7.   -2.    5.   -3.   -1.    1.
    3.  124. -124.   -4.   -8.   -2.]"
747,2,[  10.    0.   55.   11. 1006.   55.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.   -1.   -2.   -1.   -1.   10.   -1.    5.    0.    0.    0.
    0.  123. -123.   -6.   -8.    0.]"
748,2,[ 10.   4.  57.   0. 990.  48.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.   -1.    0.   -1.   -1.    0.    9.   -2.    4.   -1.    0.    0.
    1.  123. -124.   -5.   -8.    0.]"
749,2,[  8.   4.  58.   0. 989.  50.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    0.   -1.   -1.   -1.    9.   -2.    4.   -2.    0.    0.
    2.  123. -123.   -5.   -8.    0.]"
750,2,[  7.   4.  60.   0. 987.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    0.   -1.   -1.    0.    9.   -1.    5.   -1.    0.    0.
    2.  122. -122.   -5.   -8.   -1.]"
751,2,[  5.   9.  61.   0. 983.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    0.   -1.   -1.    0.    9.   -1.    5.   -1.    0.    0.
    2.  121. -122.   -5.   -8.   -1.]"
752,2,[  5.   8.  60.   5. 987.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    0.   -1.   -1.    0.   10.   -2.    4.   -1.    0.    0.
    2.  121. -121.   -5.   -8.   -1.]"
753,2,[  5.   8.  61.   5. 983.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.    0.    1.   -1.   -1.    0.    9.   -1.    5.   -1.   -1.    1.
    1.  120. -120.   -4.   -8.    0.]"
754,2,[  6.   8.  61.   4. 976.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    0.   -2.   -1.    1.    9.   -1.    5.   -1.    0.    0.
    1.  120. -120.   -5.   -8.    0.]"
755,2,[  6.   9.  61.   4. 971.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    0.   -1.   -1.    1.    9.   -2.    4.   -1.    0.    0.
    1.  118. -119.   -5.   -8.    0.]"
756,2,[  6.   9.  61.   4. 964.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -1.   -1.    1.    9.   -1.    4.   -1.   -1.    1.
    2.  118. -119.   -5.   -8.    0.]"
757,2,[  0.   9.  59.   4. 959.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.    0.    0.   -3.   -2.   -1.   11.   -2.    4.    0.    0.    0.
   -1.  119. -118.   -8.   -8.    1.]"
758,2,[  0.  12.  61.   0. 951.  55.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.   -2.    0.   10.   -1.    4.    0.    0.    0.
    1.  117. -118.   -6.   -8.    1.]"
759,2,[  0.  13.  61.   0. 946.  56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.   -2.    0.   10.   -2.    4.   -1.    0.    0.
    0.  117. -116.   -7.   -8.    1.]"
760,2,[  0.  15.  62.   0. 942.  58.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.   -1.    1.   -3.   -2.    0.   10.   -1.    5.    0.    0.    0.
    1.  117. -116.   -6.   -8.    1.]"
761,2,[  0.  18.  64.   0. 938.  63.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.   -2.    0.   10.   -2.    4.    0.    0.    1.
    0.  115. -115.   -5.   -8.    1.]"
762,2,[  0.  17.  63.   0. 931.  60.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    0.   -1.   -2.    0.   10.   -2.    4.   -1.   -1.    0.
    2.  114. -115.   -5.   -8.    1.]"
763,2,[  0.  16.  64.   0. 925.  59.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    1.   -2.   -3.    0.    9.   -2.    3.   -1.    0.    1.
    1.  114. -114.   -5.   -8.    1.]"
764,2,[  0.  17.  62.   0. 920.  57.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    1.   -1.   -3.    0.   10.   -1.    3.   -1.   -1.    0.
    1.  113. -112.   -5.   -8.    0.]"
765,2,[  0.  16.  60.   0. 912.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    1.   -2.   -3.    0.    9.   -1.    2.   -1.   -1.    1.
    1.  111. -112.   -5.   -8.    1.]"
766,2,[  0.  17.  56.   4. 910.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    1.   -2.   -3.    0.    9.   -2.    2.   -1.    0.    0.
    1.  111. -112.   -5.   -8.    0.]"
767,2,[  4.  19.  53.   4. 903.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    1.   -1.   -3.   -3.    0.   11.   -2.    2.    1.    0.    0.
    0.  110. -111.   -6.   -8.    1.]"
768,2,[  0.  20.  54.   0. 892.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.   -2.    0.   10.   -2.    2.    0.   -1.    0.
    1.  110. -110.   -7.   -8.    1.]"
769,2,[  0.  20.  54.   0. 887.  55.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.   -3.    0.   10.   -2.    2.    0.   -1.    1.
    1.  109. -109.   -6.   -8.    0.]"
770,2,[  0.  20.  56.   0. 882.  56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    1.   -2.   -2.    0.   10.   -1.    2.   -1.   -1.    1.
    1.  108. -108.   -6.   -8.    1.]"
771,2,[  0.  19.  56.   0. 875.  57.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.   -1.    1.   -1.   -2.    0.   10.   -1.    3.    0.    0.    1.
    1.  107. -107.   -5.   -8.    0.]"
772,2,[  0.  16.  55.   0. 872.  56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    1.   -3.   -2.    1.   10.   -2.    3.    0.    0.    1.
    1.  106. -106.   -5.   -8.    0.]"
773,2,[  0.  17.  56.   4. 864.  54.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -1.   -3.    1.    9.   -2.    3.   -2.   -1.    1.
    0.  104. -104.   -6.   -8.    1.]"
774,2,[  0.  16.  56.   4. 850.  54.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   1.    0.    1.   -2.   -2.    1.    9.   -2.    3.   -1.    0.    1.
    1.  104. -104.   -5.   -8.    1.]"
775,2,[  0.  16.  57.   4. 842.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   2.   -1.    1.   -1.   -2.    1.    9.   -2.    4.   -2.   -1.    1.
    1.  103. -103.   -5.   -8.    0.]"
776,2,[  0.  20.  58.   4. 834.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.   -1.    1.   -1.   -2.    1.    8.   -2.    4.   -2.   -2.    1.
    1.  102. -101.   -5.   -8.    0.]"
777,2,[  0.  18.  57.  11. 825.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  -1.   -1.    1.   -2.   -2.    1.   10.   -2.    4.    0.    0.    0.
    0.  101. -100.   -6.   -8.    1.]"
778,2,[  4.  18.  59.   0. 818.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[   0.    0.    0.   -2.   -2.    1.   10.   -2.    4.    0.    0.    0.
    0.  101. -100.   -5.   -8.    0.]"
779,2,[  0.  18.  61.   0. 811.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.   0.   1.  -1.  -2.   1.   9.  -2.   5.   0.  -1.   0.   0.  99.
 -98.  -5.  -8.   0.]"
780,2,[  0.  18.  62.   0. 802.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.   0.   0.  -1.  -2.   1.   9.  -2.   5.   0.  -1.   0.   1.  97.
 -97.  -6.  -8.   0.]"
781,2,[  0.  18.  64.   0. 793.  54.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.  -1.   1.  -1.  -2.   2.   9.  -1.   5.  -1.  -1.   0.   1.  95.
 -95.  -5.  -8.   0.]"
782,2,[  0.  18.  63.   0. 782.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.   0.   1.  -2.  -2.   1.  10.  -1.   5.  -1.  -1.   1.   1.  96.
 -95.  -4.  -8.   1.]"
783,2,[  0.  18.  63.   4. 772.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -1.   1.  -1.  -2.   1.   8.  -1.   5.   0.  -1.   1.   0.  94.
 -94.  -5.  -8.   0.]"
